id,points,rebounds,assists,blocks,steals,turnover,fouls,fieldGoalsPercentage,threePointsPercentage,freeThrowsPercentage,partOfteam,partOfgame
1808,89,53,55,11,10,19,14,0.41,0.31,0.81,19,1698
1809,115,53,51,14,11,11,20,0.65,0.29,0.79,1,1699
1810,118,53,44,16,12,18,16,0.68,0.26,0.78,2,1700
1811,113,55,51,15,14,11,10,0.49,0.50,0.79,6,1701
1812,111,46,59,12,12,17,10,0.53,0.46,0.90,17,1702
1813,91,57,41,20,20,15,18,0.48,0.33,0.77,9,1703
1814,84,47,58,19,14,15,15,0.53,0.48,0.83,27,1704
1815,91,52,54,16,18,19,19,0.64,0.41,0.72,5,1705
1816,110,60,42,13,18,10,14,0.66,0.36,0.81,24,1706
1817,127,52,58,14,16,19,18,0.65,0.45,0.83,11,1707
1818,110,44,57,13,14,17,20,0.63,0.46,0.79,27,1708
1819,85,44,55,19,13,15,20,0.52,0.44,0.77,13,1709
1820,89,56,47,18,20,13,18,0.46,0.26,0.79,20,1710
1821,128,51,40,19,10,18,10,0.56,0.22,0.88,27,1711
1822,93,54,41,10,11,19,16,0.59,0.34,0.82,22,1712
1823,104,43,53,20,12,18,12,0.59,0.28,0.86,3,1713
1824,95,49,41,19,11,12,16,0.61,0.37,0.72,23,1714
1825,112,51,58,19,16,10,16,0.61,0.24,0.71,29,1715
1826,100,41,50,14,16,14,20,0.65,0.32,0.70,29,1716
1827,82,40,51,16,11,20,20,0.50,0.28,0.83,20,1717
1828,90,46,58,20,13,19,19,0.57,0.38,0.77,9,1718
1829,124,45,51,17,14,14,14,0.59,0.33,0.88,12,1719
1830,92,45,48,17,11,11,20,0.50,0.41,0.77,13,1720
1831,125,42,45,16,14,13,18,0.52,0.33,0.85,17,1721
1832,117,48,42,12,16,20,16,0.55,0.44,0.76,8,1722
1833,83,51,45,20,10,13,20,0.69,0.24,0.84,19,1723
1834,114,60,48,20,16,12,16,0.48,0.46,0.72,23,1724
1835,116,46,43,11,10,20,17,0.42,0.20,0.82,1,1725
1836,110,49,58,13,17,16,13,0.49,0.33,0.88,1,1726
1837,126,43,42,18,20,16,19,0.54,0.48,0.78,19,1727
1838,88,46,59,11,20,12,12,0.44,0.40,0.86,25,1728
1839,117,48,60,10,20,20,19,0.42,0.26,0.86,30,1729
1840,82,56,57,20,15,15,12,0.59,0.31,0.82,27,1730
1841,114,57,58,16,17,11,12,0.56,0.43,0.81,23,1731
1842,81,55,46,20,11,15,18,0.56,0.31,0.79,10,1732
1843,99,47,57,19,11,11,10,0.57,0.31,0.83,8,1733
1844,115,52,59,18,20,19,20,0.54,0.45,0.77,22,1734
1845,117,43,54,18,20,11,11,0.45,0.45,0.82,15,1735
1846,120,58,52,13,20,12,18,0.43,0.35,0.74,24,1736
1847,116,46,44,13,15,15,13,0.55,0.32,0.80,28,1737
1848,84,59,43,12,10,11,19,0.60,0.24,0.86,2,1738
1849,121,42,42,14,18,13,20,0.44,0.41,0.85,26,1739
1850,104,48,43,16,19,16,11,0.67,0.29,0.71,25,1740
1851,89,49,40,16,14,19,13,0.63,0.28,0.78,20,1741
1852,104,53,57,13,12,12,19,0.69,0.26,0.82,17,1742
1853,124,42,60,19,10,14,18,0.65,0.23,0.88,12,1743
1854,120,56,49,13,19,14,14,0.50,0.35,0.84,28,1744
1855,90,49,57,15,12,13,15,0.67,0.31,0.80,3,1745
1856,124,40,44,17,17,18,10,0.48,0.24,0.86,16,1746
1857,121,58,52,17,11,13,15,0.53,0.47,0.83,21,1747
1858,91,44,40,13,12,13,15,0.58,0.22,0.79,29,1748
1859,129,40,54,19,13,20,11,0.61,0.37,0.81,11,1749
1860,117,57,55,17,11,10,20,0.68,0.35,0.80,2,1750
1861,116,54,58,20,11,10,16,0.51,0.28,0.77,30,1751
1862,85,56,47,18,13,19,20,0.49,0.49,0.73,7,1752
1863,123,40,54,14,18,12,20,0.43,0.50,0.88,11,1753
1864,92,51,55,11,13,15,18,0.68,0.49,0.83,7,1754
1865,80,48,53,16,15,20,12,0.52,0.36,0.72,24,1755
1866,82,56,60,20,14,13,14,0.66,0.27,0.83,17,1756
1867,88,58,49,14,18,15,17,0.65,0.46,0.80,23,1757
1868,110,60,48,15,10,20,17,0.43,0.45,0.78,30,1758
1869,99,49,54,14,15,10,19,0.56,0.33,0.82,26,1759
1870,120,54,60,16,15,19,14,0.65,0.22,0.77,1,1760
1871,126,52,46,13,10,13,19,0.65,0.41,0.87,23,1761
1872,88,60,44,11,20,13,13,0.65,0.27,0.79,15,1762
1873,84,49,40,14,15,18,12,0.54,0.43,0.84,22,1763
1874,111,46,59,17,16,18,16,0.54,0.49,0.77,3,1764
1875,108,56,47,17,10,11,16,0.48,0.32,0.73,21,1765
1876,101,52,40,17,16,13,19,0.57,0.27,0.71,30,1766
1877,129,58,59,19,13,20,12,0.51,0.36,0.81,8,1767
1878,130,40,42,13,15,10,10,0.63,0.41,0.83,22,1768
1879,115,54,40,16,18,17,13,0.57,0.41,0.85,28,1769
1880,109,55,57,17,16,15,15,0.48,0.48,0.83,29,1770
1881,87,56,55,20,13,10,18,0.69,0.34,0.78,24,1771
1882,92,54,57,20,13,15,11,0.64,0.22,0.76,27,1772
1883,124,59,48,17,11,16,11,0.58,0.41,0.82,11,1773
1884,126,47,51,14,18,12,10,0.68,0.35,0.87,27,1774
1885,130,41,54,17,16,19,18,0.67,0.41,0.77,8,1775
1886,82,54,52,19,17,11,13,0.41,0.27,0.82,24,1776
1887,119,40,53,20,18,16,15,0.54,0.39,0.77,13,1777
1888,89,60,40,17,10,17,20,0.55,0.30,0.74,25,1778
1889,125,48,55,13,13,13,17,0.47,0.44,0.88,23,1779
1890,126,40,48,13,19,13,15,0.46,0.31,0.87,4,1780
1891,120,47,46,20,19,10,10,0.49,0.25,0.88,22,1781
1892,106,52,56,12,19,14,17,0.60,0.49,0.89,25,1782
1893,99,40,59,19,10,10,20,0.57,0.22,0.84,15,1783
1894,113,59,53,13,20,19,20,0.42,0.48,0.85,6,1784
1895,119,59,51,14,10,13,13,0.64,0.41,0.80,23,1785
1896,97,47,46,16,19,17,15,0.41,0.28,0.89,5,1786
1897,107,58,49,20,12,16,13,0.55,0.33,0.76,17,1787
1898,111,47,53,10,12,14,20,0.48,0.24,0.83,28,1788
1899,100,41,59,18,15,10,18,0.59,0.26,0.87,3,1789
1900,91,41,47,13,17,16,10,0.60,0.44,0.78,11,1790
1901,94,48,45,20,16,14,12,0.66,0.24,0.86,14,1791
1902,112,53,51,17,19,17,16,0.43,0.25,0.76,16,1792
1903,120,45,43,19,11,12,10,0.68,0.32,0.82,16,1793
1904,86,49,44,16,16,17,13,0.47,0.32,0.77,21,1794
1905,106,43,46,20,11,14,18,0.42,0.35,0.84,30,1795
1906,99,53,55,11,11,19,19,0.56,0.42,0.75,17,1796
1907,100,47,56,20,19,16,18,0.57,0.29,0.73,23,1797
1908,100,40,57,20,10,17,10,0.51,0.27,0.82,21,1798
1909,86,48,46,20,15,14,16,0.69,0.41,0.86,10,1799
1910,90,46,52,17,14,12,11,0.60,0.40,0.82,22,1800
1911,94,48,56,17,19,13,13,0.64,0.31,0.78,19,1801
1912,85,60,52,20,14,18,13,0.56,0.34,0.79,14,1802
1913,114,58,54,13,11,14,10,0.55,0.47,0.88,1,1803
1914,129,45,44,13,17,12,20,0.65,0.26,0.82,20,1804
1915,116,40,46,16,19,17,11,0.47,0.35,0.70,30,1805
1916,115,59,58,17,14,20,15,0.42,0.32,0.83,14,1806
1917,105,51,52,10,19,16,12,0.64,0.22,0.84,1,1807
1918,80,43,42,18,12,15,12,0.66,0.50,0.78,25,1808
1919,90,51,57,14,20,14,15,0.45,0.23,0.74,23,1809
1920,85,55,57,12,15,10,16,0.49,0.33,0.80,20,1810
1921,125,51,40,19,17,16,13,0.55,0.32,0.74,23,1811
1922,127,50,55,18,11,14,14,0.54,0.30,0.77,20,1812
1923,119,60,55,17,11,14,18,0.52,0.35,0.82,2,1813
1924,115,51,41,12,18,14,10,0.64,0.20,0.75,29,1814
1925,116,56,56,20,20,16,11,0.53,0.36,0.75,10,1815
1926,92,50,57,13,10,15,13,0.45,0.29,0.74,12,1816
1927,128,41,48,17,17,10,11,0.62,0.31,0.74,19,1817
1928,87,50,48,14,16,17,17,0.55,0.23,0.83,18,1818
1929,117,56,60,11,15,14,10,0.68,0.30,0.86,9,1819
1930,109,50,41,16,17,10,15,0.66,0.34,0.85,15,1820
1931,112,54,42,14,12,14,18,0.52,0.26,0.82,6,1821
1932,127,57,44,18,20,16,12,0.50,0.34,0.73,22,1822
1933,129,47,48,20,17,15,14,0.63,0.41,0.86,21,1823
1934,129,48,50,10,13,17,12,0.49,0.30,0.88,3,1824
1935,104,51,41,19,13,14,13,0.64,0.43,0.89,2,1825
1936,126,46,56,12,15,20,10,0.66,0.42,0.79,21,1826
1937,104,43,53,17,15,11,17,0.59,0.20,0.86,20,1827
1938,85,55,57,12,10,19,13,0.54,0.40,0.73,24,1828
1939,122,50,46,17,13,18,11,0.40,0.38,0.86,13,1829
1940,122,55,44,14,16,10,20,0.43,0.34,0.89,29,1830
1941,81,44,51,13,14,10,11,0.42,0.44,0.72,27,1831
1942,88,51,53,12,12,14,18,0.48,0.42,0.78,21,1832
1943,80,40,45,13,16,17,14,0.57,0.27,0.72,23,1833
1944,108,49,41,14,19,18,16,0.63,0.44,0.78,12,1834
1945,85,43,44,16,10,16,15,0.44,0.33,0.76,25,1835
1946,93,44,44,14,11,14,15,0.46,0.33,0.74,12,1836
1947,89,55,45,16,18,19,20,0.66,0.20,0.77,8,1837
1948,128,49,50,11,16,20,20,0.43,0.30,0.82,27,1838
1949,88,45,60,19,11,18,16,0.46,0.33,0.89,13,1839
1950,95,60,58,20,20,15,20,0.67,0.28,0.79,29,1840
1951,93,44,48,17,20,19,16,0.63,0.41,0.80,18,1841
1952,85,56,47,19,19,13,12,0.42,0.43,0.75,17,1842
1953,89,42,45,13,20,15,19,0.54,0.43,0.88,13,1843
1954,110,55,41,11,18,13,14,0.56,0.30,0.81,16,1844
1955,119,59,59,10,10,19,15,0.42,0.24,0.88,21,1845
1956,95,60,52,15,20,16,17,0.70,0.34,0.70,15,1846
1957,82,60,52,16,10,15,13,0.54,0.49,0.79,20,1847
1958,104,55,52,20,16,17,16,0.43,0.46,0.82,26,1848
1959,91,52,58,16,10,19,17,0.63,0.41,0.76,16,1849
1960,127,43,55,10,11,20,13,0.52,0.28,0.87,15,1850
1961,125,46,41,20,16,12,15,0.47,0.36,0.81,12,1851
1962,121,50,51,16,20,10,15,0.50,0.44,0.81,7,1852
1963,119,54,41,11,13,10,12,0.63,0.42,0.75,12,1853
1964,83,48,47,12,11,16,14,0.64,0.28,0.85,10,1854
1965,106,40,56,15,11,20,14,0.44,0.36,0.82,2,1855
1966,125,53,43,16,19,10,16,0.56,0.38,0.76,29,1856
1967,128,41,60,19,19,17,11,0.45,0.28,0.86,15,1857
1968,90,49,41,15,14,17,13,0.47,0.26,0.76,6,1858
1969,94,43,49,18,17,19,14,0.50,0.26,0.80,12,1859
1970,99,47,48,10,10,14,13,0.60,0.30,0.86,15,1860
1971,101,56,42,16,16,14,12,0.48,0.27,0.90,2,1861
1972,93,43,42,15,12,18,14,0.48,0.44,0.75,11,1862
1973,114,56,48,15,17,11,17,0.48,0.32,0.80,3,1863
1974,109,53,59,18,19,18,15,0.49,0.20,0.87,3,1864
1975,111,53,57,10,17,11,17,0.53,0.34,0.87,7,1865
1976,128,45,45,10,13,19,18,0.66,0.44,0.81,1,1866
1977,121,51,51,16,15,11,17,0.56,0.43,0.88,22,1867
1978,127,45,50,17,10,13,17,0.60,0.23,0.88,18,1868
1979,97,56,53,10,16,20,20,0.44,0.31,0.88,24,1869
1980,116,53,48,12,11,17,18,0.52,0.31,0.80,21,1870
1981,88,59,48,14,18,18,15,0.48,0.39,0.71,4,1871
1982,94,41,41,12,16,18,17,0.50,0.24,0.72,14,1872
1983,103,42,58,14,12,16,13,0.48,0.45,0.77,6,1873
1984,94,56,57,11,12,19,18,0.64,0.32,0.71,11,1874
1985,119,57,51,20,11,20,19,0.42,0.38,0.81,17,1875
1986,121,56,50,12,16,12,16,0.50,0.23,0.83,6,1876
1987,94,46,57,13,11,12,19,0.46,0.21,0.79,5,1877
1988,110,54,50,14,15,14,10,0.46,0.25,0.76,17,1878
1989,126,47,51,19,13,18,20,0.69,0.42,0.86,20,1879
1990,122,55,55,11,13,19,14,0.56,0.25,0.80,7,1880
1991,100,44,44,16,16,10,10,0.53,0.23,0.75,2,1881
1992,119,56,54,15,18,15,12,0.68,0.43,0.89,23,1882
1993,116,56,40,16,10,12,12,0.49,0.41,0.83,24,1883
1994,118,47,49,13,11,15,12,0.52,0.37,0.89,23,1884
1995,86,48,48,19,11,14,14,0.64,0.23,0.86,8,1885
1996,94,41,55,17,19,19,10,0.64,0.42,0.78,13,1886
1997,87,52,42,19,19,15,11,0.41,0.48,0.73,3,1887
1998,101,43,54,15,15,20,15,0.48,0.39,0.87,3,1888
1999,93,46,57,15,20,18,17,0.51,0.29,0.82,29,1889
2000,98,49,52,11,11,15,18,0.43,0.23,0.72,14,1890
2001,95,50,60,18,11,18,20,0.54,0.24,0.73,6,1891
2002,111,57,48,18,16,18,13,0.59,0.26,0.78,2,1892
2003,106,43,59,20,10,13,15,0.62,0.35,0.80,25,1893
2004,91,57,43,19,12,11,16,0.42,0.36,0.86,4,1894
2005,98,55,54,13,14,10,15,0.42,0.46,0.74,8,1895
2006,90,56,40,18,17,12,18,0.43,0.42,0.74,30,1896
2007,84,53,57,13,19,12,13,0.64,0.25,0.88,13,1897
2008,80,51,42,20,10,18,20,0.51,0.26,0.83,3,1898
2009,83,46,51,17,15,12,16,0.70,0.28,0.84,6,1899
2010,83,54,44,15,10,20,10,0.61,0.24,0.80,23,1900
2011,86,44,56,16,19,10,11,0.64,0.38,0.86,23,1901
2012,127,59,53,18,18,13,19,0.44,0.29,0.81,11,1902
2013,123,56,50,18,17,16,16,0.40,0.34,0.85,8,1903
2014,98,48,53,16,12,18,16,0.40,0.21,0.77,14,1904
2015,101,43,58,10,13,15,12,0.44,0.42,0.73,26,1905
2016,100,49,59,13,12,18,20,0.53,0.35,0.79,10,1906
2017,88,43,49,20,10,13,16,0.55,0.30,0.76,2,1907
2018,121,45,50,10,14,16,13,0.41,0.49,0.83,22,1908
2019,95,40,49,18,18,18,17,0.48,0.34,0.78,12,1909
2020,86,44,48,18,16,11,16,0.69,0.38,0.79,15,1910
2021,89,53,45,10,19,19,10,0.40,0.32,0.81,10,1911
2022,83,47,50,10,15,20,17,0.56,0.48,0.75,8,1912
2023,88,43,54,10,11,10,20,0.66,0.30,0.72,29,1913
2024,99,43,43,11,19,13,19,0.51,0.40,0.84,5,1914
2025,124,43,42,16,17,19,13,0.64,0.34,0.87,28,1915
2026,121,43,60,14,10,11,15,0.58,0.47,0.90,30,1916
2027,105,44,41,14,17,12,11,0.44,0.30,0.87,15,1917
2028,84,40,50,14,19,19,10,0.64,0.24,0.72,1,1918
2029,88,44,54,11,20,13,16,0.43,0.47,0.84,5,1919
2030,101,44,45,17,10,14,11,0.47,0.39,0.88,24,1920
2031,81,41,45,16,19,16,15,0.65,0.33,0.85,29,1921
2032,86,53,56,19,13,19,12,0.62,0.21,0.84,11,1922
2033,82,55,60,19,15,14,11,0.69,0.33,0.87,20,1923
2034,116,41,40,13,20,20,12,0.67,0.26,0.75,12,1924
2035,87,44,51,10,13,12,17,0.57,0.29,0.78,7,1925
2036,92,57,40,11,15,13,13,0.49,0.22,0.87,13,1926
2037,82,44,44,16,20,12,18,0.40,0.39,0.82,5,1927
2038,97,60,48,18,20,18,12,0.67,0.26,0.86,25,1928
2039,118,44,54,11,10,17,10,0.49,0.30,0.76,17,1929
2040,127,56,56,14,15,19,10,0.64,0.31,0.71,7,1930
2041,122,59,41,14,18,11,11,0.68,0.25,0.79,1,1931
2042,80,43,40,10,10,11,19,0.69,0.24,0.80,15,1932
2043,101,50,49,10,17,14,15,0.55,0.28,0.86,28,1933
2044,111,53,46,14,19,13,20,0.58,0.42,0.78,5,1934
2045,80,53,49,17,14,10,18,0.61,0.21,0.87,29,1935
2046,122,59,56,10,10,12,13,0.52,0.48,0.90,10,1936
2047,110,55,58,12,18,19,13,0.52,0.38,0.78,23,1937
2048,89,46,54,15,13,15,11,0.47,0.36,0.70,4,1938
2049,128,42,51,16,10,14,17,0.62,0.27,0.71,9,1939
2050,109,50,46,16,14,19,11,0.57,0.24,0.78,3,1940
2051,105,56,51,16,12,12,16,0.68,0.36,0.81,1,1941
2052,88,45,44,13,14,19,12,0.63,0.24,0.86,14,1942
2053,116,55,49,12,17,13,13,0.47,0.23,0.89,4,1943
2054,111,57,58,10,20,10,18,0.61,0.32,0.77,25,1944
2055,112,51,56,20,19,19,13,0.41,0.35,0.70,18,1945
2056,104,47,55,20,20,10,10,0.52,0.30,0.84,2,1946
2057,83,58,47,15,11,11,18,0.54,0.44,0.73,22,1947
2058,87,56,43,17,18,19,15,0.44,0.43,0.75,30,1948
2059,88,58,43,10,18,10,19,0.56,0.41,0.74,3,1949
2060,125,46,60,16,16,14,17,0.65,0.28,0.81,19,1950
2061,128,53,51,19,10,12,15,0.42,0.32,0.80,3,1951
2062,110,57,54,16,13,20,10,0.62,0.41,0.76,10,1952
2063,120,56,50,12,16,12,20,0.57,0.45,0.72,16,1953
2064,99,53,51,17,17,20,14,0.53,0.44,0.74,21,1954
2065,121,42,48,16,10,10,18,0.50,0.46,0.77,21,1955
2066,81,54,40,16,20,19,18,0.58,0.45,0.86,23,1956
2067,84,53,41,12,14,10,16,0.55,0.44,0.82,22,1957
2068,100,47,57,12,15,18,16,0.59,0.36,0.80,2,1958
2069,85,41,58,18,12,17,15,0.58,0.38,0.90,1,1959
2070,123,40,45,15,19,13,17,0.55,0.36,0.88,12,1960
2071,110,49,56,18,16,10,16,0.62,0.29,0.89,3,1961
2072,100,50,40,14,12,11,19,0.50,0.47,0.72,11,1962
2073,111,53,55,16,14,12,10,0.56,0.47,0.86,23,1963
2074,129,43,54,16,11,17,14,0.49,0.36,0.83,25,1964
2075,103,45,47,13,17,11,15,0.43,0.49,0.82,10,1965
2076,89,56,46,16,15,16,12,0.49,0.43,0.88,13,1966
2077,110,59,42,16,17,17,11,0.48,0.26,0.72,26,1967
2078,99,48,49,13,15,14,16,0.60,0.30,0.84,2,1968
2079,129,53,46,11,16,12,14,0.53,0.27,0.81,5,1969
2080,101,44,55,17,12,20,13,0.42,0.33,0.75,1,1970
2081,82,40,41,11,10,15,19,0.42,0.33,0.90,17,1971
2082,123,42,49,16,13,20,11,0.56,0.34,0.76,30,1972
2083,102,47,60,18,12,10,19,0.49,0.21,0.71,29,1973
2084,89,55,46,18,11,17,13,0.68,0.42,0.75,11,1974
2085,113,48,54,16,14,16,17,0.62,0.42,0.85,13,1975
2086,93,51,41,11,14,13,12,0.44,0.21,0.86,23,1976
2087,122,49,53,19,16,12,19,0.43,0.33,0.75,11,1977
2088,119,55,46,11,10,20,17,0.65,0.24,0.86,22,1978
2089,91,50,41,14,17,15,18,0.67,0.48,0.75,14,1979
2090,87,44,46,19,18,17,19,0.68,0.22,0.86,9,1980
2091,86,52,57,19,11,16,11,0.61,0.31,0.85,10,1981
2092,93,52,49,15,18,17,16,0.43,0.39,0.79,7,1982
2093,85,46,54,20,12,15,14,0.42,0.39,0.79,3,1983
2094,82,45,42,15,11,20,16,0.64,0.40,0.72,23,1984
2095,117,45,43,14,11,17,11,0.44,0.21,0.89,24,1985
2096,90,48,51,12,10,20,17,0.58,0.33,0.83,11,1986
2097,114,57,43,10,15,11,18,0.53,0.47,0.83,8,1987
2098,91,41,54,19,11,12,13,0.51,0.28,0.89,2,1988
2099,96,40,55,19,15,20,20,0.45,0.31,0.71,16,1989
2100,93,50,57,10,19,11,13,0.48,0.30,0.81,22,1990
2101,113,41,58,16,15,17,16,0.45,0.21,0.87,30,1991
2102,113,48,57,16,20,17,13,0.61,0.32,0.77,12,1992
2103,91,58,44,18,17,17,10,0.65,0.34,0.90,2,1993
2104,126,42,55,14,17,17,16,0.51,0.26,0.75,13,1994
2105,85,41,52,18,18,14,16,0.49,0.47,0.73,15,1995
2106,124,45,57,11,20,19,19,0.59,0.27,0.73,1,1996
2107,112,44,56,20,13,10,12,0.61,0.39,0.80,25,1997
2108,129,59,55,19,20,12,14,0.55,0.44,0.89,20,1998
2109,94,44,48,18,17,18,16,0.45,0.37,0.87,18,1999
2110,93,44,58,17,11,20,14,0.56,0.49,0.88,24,2000
2111,128,49,60,14,11,16,16,0.55,0.21,0.80,28,2001
2112,90,49,50,19,10,10,19,0.44,0.25,0.82,6,2002
2113,97,59,52,14,18,11,16,0.46,0.38,0.83,5,2003
2114,99,41,42,18,11,10,10,0.42,0.26,0.74,8,2004
2115,123,44,50,19,19,10,17,0.52,0.46,0.89,10,2005
2116,106,41,47,10,13,11,20,0.61,0.33,0.80,7,2006
2117,88,41,40,10,10,16,11,0.51,0.34,0.89,12,2007
2118,93,45,50,12,17,11,12,0.50,0.22,0.84,26,2008
2119,115,52,41,16,11,19,19,0.48,0.32,0.80,3,2009
2120,102,44,49,10,11,16,15,0.68,0.23,0.89,9,2010
2121,97,54,53,14,17,15,17,0.58,0.39,0.77,25,2011
2122,97,51,52,17,13,11,20,0.60,0.33,0.73,15,2012
2123,89,43,42,16,12,15,11,0.45,0.28,0.81,25,2013
2124,119,43,60,19,20,17,16,0.54,0.44,0.76,10,2014
2125,86,47,50,12,19,11,12,0.62,0.24,0.82,7,2015
2126,85,50,57,14,15,16,16,0.54,0.46,0.81,5,2016
2127,104,60,57,17,19,10,15,0.69,0.36,0.85,28,2017
2128,107,43,40,18,17,16,16,0.70,0.21,0.83,24,2018
2129,116,46,54,12,12,11,15,0.64,0.21,0.86,7,2019
2130,102,42,43,15,17,17,17,0.70,0.38,0.88,5,2020
2131,83,48,55,16,11,17,16,0.45,0.28,0.73,1,2021
2132,108,57,57,14,18,18,14,0.53,0.26,0.79,11,2022
2133,128,46,48,12,20,12,18,0.58,0.33,0.78,6,2023
2134,128,53,60,20,11,11,11,0.50,0.39,0.73,17,2024
2135,109,53,60,13,18,12,11,0.66,0.41,0.73,23,2025
2136,80,47,41,13,10,16,18,0.53,0.23,0.76,8,2026
2137,128,56,43,19,14,15,11,0.56,0.40,0.74,8,2027
2138,114,43,50,15,12,13,20,0.67,0.42,0.71,24,2028
2139,114,41,51,16,17,13,18,0.59,0.35,0.71,1,2029
2140,120,41,46,16,15,13,20,0.42,0.32,0.75,25,2030
2141,89,48,60,10,11,11,17,0.69,0.41,0.80,20,2031
2142,116,41,45,14,18,18,18,0.67,0.38,0.84,7,2032
2143,119,44,46,11,16,19,17,0.44,0.35,0.79,15,2033
2144,121,53,59,18,11,15,11,0.56,0.29,0.88,30,2034
2145,122,54,42,16,13,11,18,0.52,0.43,0.74,14,2035
2146,126,48,54,20,17,19,14,0.61,0.30,0.83,13,2036
2147,94,42,53,19,19,19,20,0.55,0.22,0.74,23,2037
2148,108,41,40,20,14,14,19,0.70,0.45,0.84,4,2038
2149,117,41,43,12,14,11,16,0.51,0.38,0.75,12,2039
2150,124,57,58,20,16,13,19,0.47,0.47,0.72,3,2040
2151,95,60,52,19,20,14,14,0.59,0.43,0.87,20,2041
2152,104,41,49,12,13,12,13,0.63,0.24,0.85,19,2042
2153,87,60,51,17,18,18,19,0.46,0.44,0.74,6,2043
2154,87,40,46,19,18,11,11,0.65,0.45,0.80,26,2044
2155,104,44,54,19,19,13,19,0.61,0.33,0.87,21,2045
2156,95,42,53,11,20,16,18,0.64,0.21,0.89,25,2046
2157,93,43,43,17,15,20,17,0.43,0.49,0.70,5,2047
2158,89,55,51,11,16,12,20,0.54,0.43,0.81,18,2048
2159,112,52,55,20,20,14,20,0.63,0.40,0.81,15,2049
2160,127,49,43,19,12,12,13,0.69,0.22,0.75,13,2050
2161,99,42,51,18,17,18,20,0.53,0.20,0.71,9,2051
2162,123,49,56,15,18,13,10,0.45,0.47,0.74,10,2052
2163,97,40,54,20,18,17,13,0.44,0.39,0.71,20,2053
2164,125,55,50,17,17,11,17,0.62,0.36,0.86,25,2054
2165,102,55,44,14,12,20,12,0.64,0.40,0.73,9,2055
2166,82,51,55,15,20,14,12,0.61,0.45,0.73,24,2056
2167,94,57,48,12,12,20,11,0.68,0.35,0.81,13,2057
2168,90,51,42,13,12,13,20,0.54,0.23,0.79,6,2058
2169,117,55,48,14,17,18,17,0.67,0.32,0.84,25,2059
2170,127,60,54,12,12,20,19,0.64,0.42,0.82,5,2060
2171,82,40,44,12,11,20,20,0.51,0.36,0.71,18,2061
2172,86,46,49,17,14,17,19,0.45,0.24,0.74,11,2062
2173,114,58,52,20,20,15,20,0.65,0.49,0.76,11,2063
2174,94,59,54,17,12,14,13,0.43,0.48,0.81,15,2064
2175,83,40,49,19,20,15,13,0.66,0.45,0.78,21,2065
2176,122,48,52,10,13,14,10,0.53,0.39,0.78,15,2066
2177,123,57,40,20,12,13,17,0.64,0.27,0.89,8,2067
2178,92,51,56,18,12,20,19,0.55,0.27,0.84,13,2068
2179,107,58,45,20,12,20,15,0.58,0.21,0.86,16,2069
2180,80,57,55,10,12,18,13,0.60,0.26,0.80,14,2070
2181,86,47,50,12,12,12,20,0.63,0.49,0.79,2,2071
2182,110,55,42,11,17,18,17,0.62,0.41,0.71,19,2072
2183,94,54,53,18,12,20,12,0.69,0.47,0.86,8,2073
2184,114,41,51,11,11,12,18,0.63,0.34,0.73,23,2074
2185,119,52,47,14,20,20,14,0.70,0.39,0.86,2,2075
2186,92,44,52,15,12,10,17,0.63,0.23,0.81,30,2076
2187,127,45,42,20,17,15,13,0.68,0.37,0.78,6,2077
2188,106,48,47,13,14,15,19,0.70,0.24,0.71,26,2078
2189,91,55,51,10,19,11,12,0.49,0.29,0.89,27,2079
2190,123,49,43,13,15,19,17,0.64,0.23,0.84,1,2080
2191,80,58,44,14,12,15,14,0.58,0.46,0.79,26,2081
2192,126,48,58,17,18,18,20,0.69,0.31,0.87,7,2082
2193,85,59,53,10,18,20,19,0.61,0.22,0.81,27,2083
2194,110,50,59,18,18,17,19,0.55,0.29,0.78,13,2084
2195,129,42,56,13,18,16,13,0.67,0.41,0.87,28,2085
2196,86,43,50,14,11,17,19,0.45,0.32,0.77,22,2086
2197,99,54,53,20,16,12,19,0.64,0.37,0.72,25,2087
2198,91,43,44,15,12,17,16,0.42,0.48,0.82,25,2088
2199,121,41,49,10,19,11,18,0.41,0.28,0.85,2,2089
2200,83,43,43,19,14,19,13,0.68,0.26,0.71,30,2090
2201,114,42,52,14,16,17,19,0.65,0.29,0.80,13,2091
2202,86,50,42,19,14,19,19,0.41,0.27,0.75,11,2092
2203,120,51,52,18,19,20,14,0.66,0.37,0.81,8,2093
2204,87,46,41,18,12,17,19,0.62,0.41,0.78,2,2094
2205,85,41,50,11,14,13,18,0.55,0.39,0.75,28,2095
2206,102,41,51,16,11,20,20,0.41,0.31,0.72,3,2096
2207,98,58,56,19,10,17,20,0.66,0.21,0.71,28,2097
2208,113,56,45,15,14,18,20,0.52,0.33,0.70,12,2098
2209,93,58,41,10,16,19,18,0.53,0.40,0.76,4,2099
2210,95,41,42,20,12,19,14,0.56,0.40,0.71,23,2100
2211,111,53,45,13,19,16,16,0.69,0.29,0.71,15,2101
2212,86,45,40,16,15,19,19,0.67,0.27,0.79,19,2102
2213,114,58,50,16,16,12,10,0.43,0.23,0.81,29,2103
2214,91,59,40,20,18,14,14,0.45,0.28,0.73,23,2104
2215,96,49,42,15,18,17,18,0.46,0.36,0.87,7,2105
2216,86,54,59,17,11,18,12,0.67,0.22,0.77,8,2106
